batch,scroll,window,direction,frac200,blobs_letterlike,p999,mean,verdict
p0191_batch,PHerc0191,w050,ink,0.00005,0,187.0,88.07,negative
p0191_batch,PHerc0191,w050,ink_reverse,0.00000,0,182.0,87.3,negative
p0191_batch,PHerc0191,w051,ink,0.00000,0,191.0,88.34,negative
p0191_batch,PHerc0191,w051,ink_reverse,0.00001,0,189.0,88.47,negative
p0191_batch,PHerc0191,w052,ink,0.00000,0,185.0,86.09,negative
p0191_batch,PHerc0191,w052,ink_reverse,0.00002,0,186.0,87.62,negative
p0191_batch,PHerc0191,w053,ink,0.00005,0,189.0,86.41,negative
p0191_batch,PHerc0191,w053,ink_reverse,0.00010,0,193.0,87.6,negative
p0191_batch,PHerc0191,w054,ink,0.00000,0,184.0,86.62,negative
p0191_batch,PHerc0191,w054,ink_reverse,0.00020,0,195.0,88.48,negative
p0191_batch,PHerc0191,w055,ink,0.00000,0,186.0,87.2,negative
p0191_batch,PHerc0191,w055,ink_reverse,0.00035,1,195.0,88.21,negative
p0191_batch,PHerc0191,w056,ink,0.00000,0,184.0,87.46,negative
p0191_batch,PHerc0191,w056,ink_reverse,0.00004,0,191.0,89.35,negative
p0191_batch,PHerc0191,w057,ink,0.00000,0,183.0,85.73,negative
p0191_batch,PHerc0191,w057,ink_reverse,0.00004,0,189.0,87.08,negative
p0191_batch,PHerc0191,w058,ink,0.00004,0,185.0,87.1,negative
p0191_batch,PHerc0191,w058,ink_reverse,0.00014,1,191.0,87.35,negative
p0191_batch,PHerc0191,w059,ink,0.00042,1,191.0,86.34,negative
p0191_batch,PHerc0191,w059,ink_reverse,0.00004,0,190.0,87.96,negative
p0191_batch,PHerc0191,w060,ink,0.00001,0,188.0,86.62,negative
p0191_batch,PHerc0191,w060,ink_reverse,0.00007,0,185.0,87.14,negative
p0191_batch,PHerc0191,w061,ink,0.00017,1,191.0,87.53,negative
p0191_batch,PHerc0191,w061,ink_reverse,0.00005,0,181.0,88.0,negative
p0191_batch,PHerc0191,w062,ink,0.00004,0,187.0,87.61,negative
p0191_batch,PHerc0191,w062,ink_reverse,0.00034,1,197.0,87.07,negative
p0191_batch,PHerc0191,w063,ink,0.00002,0,188.0,88.24,negative
p0191_batch,PHerc0191,w063,ink_reverse,0.00013,0,191.0,87.03,negative
p0191_batch,PHerc0191,w064,ink,0.00025,1,193.0,88.96,negative
p0191_batch,PHerc0191,w064,ink_reverse,0.00029,2,194.0,89.11,negative
p0191_batch,PHerc0191,w065,ink,0.00003,0,189.0,88.04,negative
p0191_batch,PHerc0191,w065,ink_reverse,0.00006,0,191.0,89.61,negative
p0191_batch,PHerc0191,w066,ink,0.00014,0,190.0,88.86,negative
p0191_batch,PHerc0191,w066,ink_reverse,0.00008,0,194.0,89.24,negative
p0191_batch,PHerc0191,w067,ink,0.00023,1,191.0,88.14,negative
p0191_batch,PHerc0191,w067,ink_reverse,0.00024,1,191.0,88.14,negative
p0191_batch,PHerc0191,w068,ink,0.00003,0,188.0,88.79,negative
p0191_batch,PHerc0191,w068,ink_reverse,0.00007,0,192.0,89.52,negative
p0191_batch,PHerc0191,w069,ink,0.00003,0,191.0,88.49,negative
p0191_batch,PHerc0191,w069,ink_reverse,0.00027,1,196.0,88.76,negative
p0191_batch,PHerc0191,w070,ink,0.00042,1,193.0,89.01,negative
p0191_batch,PHerc0191,w070,ink_reverse,0.00002,0,192.0,88.72,negative
p0191_batch,PHerc0191,w071,ink,0.00000,0,185.0,87.82,negative
p0191_batch,PHerc0191,w071,ink_reverse,0.00003,0,189.0,89.37,negative
p0191_batch,PHerc0191,w072,ink,0.00002,0,191.0,88.45,negative
p0191_batch,PHerc0191,w072,ink_reverse,0.00005,0,193.0,89.73,negative
p0191_batch,PHerc0191,w073,ink,0.00014,1,189.0,90.11,negative
p0191_batch,PHerc0191,w073,ink_reverse,0.00018,0,195.0,89.99,negative
p0191_batch,PHerc0191,w074,ink,0.00010,0,193.0,89.03,negative
p0191_batch,PHerc0191,w074,ink_reverse,0.00026,1,189.0,89.53,negative
p0191_batch,PHerc0191,w075,ink,0.00002,0,188.0,89.38,negative
p0191_batch,PHerc0191,w075,ink_reverse,0.00004,0,189.0,89.91,negative
p0191_batch,PHerc0191,w076,ink,0.00012,0,192.0,87.75,negative
p0191_batch,PHerc0191,w076,ink_reverse,0.00007,0,193.0,90.07,negative
p0191_batch,PHerc0191,w077,ink,0.00031,2,196.0,89.11,negative
p0191_batch,PHerc0191,w077,ink_reverse,0.00004,0,188.0,90.04,negative
p0191_batch,PHerc0191,w078,ink,0.00019,1,193.0,90.07,negative
p0191_batch,PHerc0191,w078,ink_reverse,0.00042,2,195.0,89.31,negative
p0191_batch,PHerc0191,w079,ink,0.00002,0,188.0,88.93,negative
p0191_batch,PHerc0191,w079,ink_reverse,0.00002,0,183.0,88.95,negative
p0191_batch,PHerc0191,w080,ink,0.00001,0,186.0,89.25,negative
p0191_batch,PHerc0191,w080,ink_reverse,0.00008,0,189.0,90.17,negative
p0191_batch,PHerc0191,w081,ink,0.00004,0,192.0,89.13,negative
p0191_batch,PHerc0191,w081,ink_reverse,0.00004,0,187.0,88.81,negative
p0191_batch,PHerc0191,w082,ink,0.00074,4,199.0,90.69,negative
p0191_batch,PHerc0191,w082,ink_reverse,0.00001,0,190.0,91.36,negative
p0191_batch,PHerc0191,w083,ink,0.00005,0,195.0,91.2,negative
p0191_batch,PHerc0191,w083,ink_reverse,0.00023,0,196.0,90.74,negative
p0191_batch,PHerc0191,w084,ink,0.00019,1,192.0,91.04,negative
p0191_batch,PHerc0191,w084,ink_reverse,0.00008,0,195.0,90.22,negative
p0191_batch,PHerc0191,w085,ink,0.00033,2,194.0,89.09,negative
p0191_batch,PHerc0191,w085,ink_reverse,0.00002,0,192.0,90.94,negative
p0191_batch,PHerc0191,w086,ink,0.00018,1,193.0,88.88,negative
p0191_batch,PHerc0191,w086,ink_reverse,0.00001,0,189.0,90.75,negative
p0191_batch,PHerc0191,w087,ink,0.00022,1,194.0,89.75,negative
p0191_batch,PHerc0191,w087,ink_reverse,0.00011,0,189.0,88.29,negative
p0191_batch,PHerc0191,w088,ink,0.00009,0,193.0,88.57,negative
p0191_batch,PHerc0191,w088,ink_reverse,0.00002,0,188.0,89.48,negative
p0191_batch,PHerc0191,w089,ink,0.00012,0,193.0,88.6,negative
p0191_batch,PHerc0191,w089,ink_reverse,0.00017,1,195.0,91.1,negative
p0191_batch,PHerc0191,w090,ink,0.00035,2,196.0,89.67,negative
p0191_batch,PHerc0191,w090,ink_reverse,0.00011,0,192.0,90.85,negative
p0191_batch,PHerc0191,w091,ink,0.00045,1,197.0,90.16,negative
p0191_batch,PHerc0191,w091,ink_reverse,0.00006,0,194.0,90.96,negative
p0191_batch,PHerc0191,w092,ink,0.00016,1,195.0,91.05,negative
p0191_batch,PHerc0191,w092,ink_reverse,0.00020,0,196.0,91.88,negative
p0191_batch,PHerc0191,w093,ink,0.00036,1,197.0,90.58,negative
p0191_batch,PHerc0191,w093,ink_reverse,0.00111,5,201.0,91.8,negative
p0191_batch,PHerc0191,w094,ink,0.00022,1,193.0,89.22,negative
p0191_batch,PHerc0191,w094,ink_reverse,0.00041,2,196.0,91.88,negative
p0191_batch,PHerc0191,w095,ink,0.00059,2,198.0,88.77,negative
p0191_batch,PHerc0191,w095,ink_reverse,0.00012,0,194.0,89.96,negative
p0191_batch,PHerc0191,w096,ink,0.00030,2,195.0,88.23,negative
p0191_batch,PHerc0191,w096,ink_reverse,0.00046,2,197.0,88.62,negative
p0191_batch,PHerc0191,w097,ink,0.00027,1,196.0,89.13,negative
p0191_batch,PHerc0191,w097,ink_reverse,0.00035,1,197.0,89.18,negative
p0191_batch,PHerc0191,w098,ink,0.00094,4,200.0,89.13,negative
p0191_batch,PHerc0191,w098,ink_reverse,0.00052,3,198.0,89.37,negative
p0191_batch,PHerc0191,w099,ink,0.00022,1,195.0,88.81,negative
p0191_batch,PHerc0191,w099,ink_reverse,0.00022,0,196.0,91.8,negative
p0211_b2_batch,PHerc0211,w021,ink,0.00086,0,200.0,87.37,negative
p0211_b2_batch,PHerc0211,w021,ink_reverse,0.00032,0,197.0,86.08,negative
p0211_b2_batch,PHerc0211,w022,ink,0.00014,0,197.0,95.24,negative
p0211_b2_batch,PHerc0211,w022,ink_reverse,0.00051,1,198.0,85.85,negative
p0211_b2_batch,PHerc0211,w023,ink,0.00043,0,198.0,91.17,negative
p0211_b2_batch,PHerc0211,w023,ink_reverse,0.00029,1,196.0,87.27,negative
p0211_b2_batch,PHerc0211,w024,ink,0.00013,0,196.0,87.39,negative
p0211_b2_batch,PHerc0211,w024,ink_reverse,0.00007,0,193.0,87.14,negative
p0211_b2_batch,PHerc0211,w025,ink,0.00043,1,197.0,86.45,negative
p0211_b2_batch,PHerc0211,w025,ink_reverse,0.00027,1,192.0,85.84,negative
p0211_b2_batch,PHerc0211,w026,ink,0.00140,1,202.0,89.13,negative
p0211_b2_batch,PHerc0211,w026,ink_reverse,0.00037,1,197.0,86.29,negative
p0211_b2_batch,PHerc0211,w027,ink,0.00016,0,196.0,89.36,negative
p0211_b2_batch,PHerc0211,w027,ink_reverse,0.00026,0,195.0,86.95,negative
p0211_b2_batch,PHerc0211,w028,ink,0.00092,1,200.0,88.15,negative
p0211_b2_batch,PHerc0211,w028,ink_reverse,0.00021,0,193.0,83.39,negative
p0211_b2_batch,PHerc0211,w029,ink,0.00090,1,200.0,91.05,negative
p0211_b2_batch,PHerc0211,w029,ink_reverse,0.00015,0,192.0,85.49,negative
p0211_b2_batch,PHerc0211,w030,ink,0.00001,0,193.0,91.26,negative
p0211_b2_batch,PHerc0211,w030,ink_reverse,0.00007,0,193.0,88.19,negative
p0211_b2_batch,PHerc0211,w031,ink,0.00000,0,186.0,85.85,negative
p0211_b2_batch,PHerc0211,w031,ink_reverse,0.00008,0,196.0,88.25,negative
p0211_b2_batch,PHerc0211,w032,ink,0.00003,0,194.0,86.92,negative
p0211_b2_batch,PHerc0211,w032,ink_reverse,0.00019,0,194.0,86.71,negative
p0211_b2_batch,PHerc0211,w033,ink,0.00006,0,193.0,91.94,negative
p0211_b2_batch,PHerc0211,w033,ink_reverse,0.00143,2,203.0,85.92,negative
p0211_b2_batch,PHerc0211,w034,ink,0.00003,0,195.0,90.91,negative
p0211_b2_batch,PHerc0211,w034,ink_reverse,0.00000,0,189.0,87.66,negative
p0211_b2_batch,PHerc0211,w035,ink,0.00006,0,194.0,88.35,negative
p0211_b2_batch,PHerc0211,w035,ink_reverse,0.00034,0,197.0,88.28,negative
p0211_b2_batch,PHerc0211,w036,ink,0.00000,0,186.0,87.42,negative
p0211_b2_batch,PHerc0211,w036,ink_reverse,0.00017,0,190.0,89.14,negative
p0211_b2_batch,PHerc0211,w037,ink,0.00011,0,194.0,89.52,negative
p0211_b2_batch,PHerc0211,w037,ink_reverse,0.00007,0,188.0,87.02,negative
p0211_b2_batch,PHerc0211,w038,ink,0.00012,0,195.0,89.03,negative
p0211_b2_batch,PHerc0211,w038,ink_reverse,0.00004,0,191.0,87.47,negative
p0211_b2_batch,PHerc0211,w039,ink,0.00000,0,183.0,88.4,negative
p0211_b2_batch,PHerc0211,w039,ink_reverse,0.00016,0,192.0,88.95,negative
p0211_b2_batch,PHerc0211,w040,ink,0.00066,1,199.0,88.58,negative
p0211_b2_batch,PHerc0211,w040,ink_reverse,0.00004,0,191.0,88.84,negative
p0211_b2_batch,PHerc0211,w041,ink,0.00020,0,196.0,88.12,negative
p0211_b2_batch,PHerc0211,w041,ink_reverse,0.00001,0,192.0,87.18,negative
p0211_b2_batch,PHerc0211,w042,ink,0.00017,0,195.0,89.72,negative
p0211_b2_batch,PHerc0211,w042,ink_reverse,0.00021,0,192.0,88.83,negative
p0211_b2_batch,PHerc0211,w043,ink,0.00004,0,191.0,87.4,negative
p0211_b2_batch,PHerc0211,w043,ink_reverse,0.00040,1,197.0,88.07,negative
p0211_b2_batch,PHerc0211,w044,ink,0.00091,2,200.0,91.09,negative
p0211_b2_batch,PHerc0211,w044,ink_reverse,0.00000,0,188.0,86.94,negative
p0211_b2_batch,PHerc0211,w045,ink,0.00190,4,202.0,91.34,negative
p0211_b2_batch,PHerc0211,w045,ink_reverse,0.00085,1,200.0,90.1,negative
p0211_b2_batch,PHerc0211,w046,ink,0.00264,4,203.0,91.35,negative
p0211_b2_batch,PHerc0211,w046,ink_reverse,0.00140,3,201.0,93.04,negative
p0211_b2_batch,PHerc0211,w047,ink,0.00043,2,198.0,89.34,negative
p0211_b2_batch,PHerc0211,w047,ink_reverse,0.00194,3,202.0,91.64,negative
p0211_b2_batch,PHerc0211,w048,ink,0.00022,0,193.0,88.66,negative
p0211_b2_batch,PHerc0211,w048,ink_reverse,0.00014,0,192.0,90.27,negative
p0211_b2_batch,PHerc0211,w049,ink,0.00022,1,196.0,88.5,negative
p0211_b2_batch,PHerc0211,w049,ink_reverse,0.00037,1,196.0,87.76,negative
p0211_b2_batch,PHerc0211,w050,ink,0.00073,2,199.0,90.45,negative
p0211_b2_batch,PHerc0211,w050,ink_reverse,0.00062,1,197.0,91.46,negative
p0211_b2_batch,PHerc0211,w051,ink,0.00013,0,193.0,90.74,negative
p0211_b2_batch,PHerc0211,w051,ink_reverse,0.00008,0,189.0,88.83,negative
p0211_b2_batch,PHerc0211,w052,ink,0.00164,4,203.0,92.53,negative
p0211_b2_batch,PHerc0211,w052,ink_reverse,0.00001,0,192.0,91.93,negative
p0211_b2_batch,PHerc0211,w053,ink,0.00124,4,201.0,90.67,negative
p0211_b2_batch,PHerc0211,w053,ink_reverse,0.00025,1,194.0,91.99,negative
p0211_b2_batch,PHerc0211,w054,ink,0.00001,0,189.0,89.34,negative
p0211_b2_batch,PHerc0211,w054,ink_reverse,0.00066,1,198.0,90.86,negative
p0211_b2_batch,PHerc0211,w055,ink,0.00007,0,193.0,92.27,negative
p0211_b2_batch,PHerc0211,w055,ink_reverse,0.00036,1,195.0,89.6,negative
p0211_b2_batch,PHerc0211,w056,ink,0.00011,0,194.0,90.49,negative
p0211_b2_batch,PHerc0211,w056,ink_reverse,0.00017,0,194.0,90.77,negative
p0211_b2_batch,PHerc0211,w057,ink,0.00026,0,194.0,90.31,negative
p0211_b2_batch,PHerc0211,w057,ink_reverse,0.00030,0,197.0,89.76,negative
p0211_b2_batch,PHerc0211,w058,ink,0.00010,0,191.0,90.92,negative
p0211_b2_batch,PHerc0211,w058,ink_reverse,0.00017,0,196.0,89.55,negative
p0211_b2_batch,PHerc0211,w059,ink,0.00016,0,194.0,91.99,negative
p0211_b2_batch,PHerc0211,w059,ink_reverse,0.00076,2,199.0,91.31,negative
p0211_b2_batch,PHerc0211,w060,ink,0.00012,0,193.0,90.58,negative
p0211_b2_batch,PHerc0211,w060,ink_reverse,0.00040,1,198.0,90.33,negative
p0211_b2_batch,PHerc0211,w061,ink,0.00037,1,198.0,92.56,negative
p0211_b2_batch,PHerc0211,w061,ink_reverse,0.00024,1,190.0,88.11,negative
p0211_b2_batch,PHerc0211,w062,ink,0.00016,0,195.0,92.67,negative
p0211_b2_batch,PHerc0211,w062,ink_reverse,0.00002,0,189.0,89.22,negative
p0211_b2_batch,PHerc0211,w063,ink,0.00017,0,192.0,91.02,negative
p0211_b2_batch,PHerc0211,w063,ink_reverse,0.00066,2,196.0,89.52,negative
p0211_b2_batch,PHerc0211,w064,ink,0.00062,2,199.0,91.34,negative
p0211_b2_batch,PHerc0211,w064,ink_reverse,0.00036,1,196.0,90.47,negative
p0211_b2_batch,PHerc0211,w065,ink,0.00052,2,198.0,91.97,negative
p0211_b2_batch,PHerc0211,w065,ink_reverse,0.00013,0,194.0,91.11,negative
p0211_b2_batch,PHerc0211,w066,ink,0.00036,1,196.0,91.07,negative
p0211_b2_batch,PHerc0211,w066,ink_reverse,0.00083,2,199.0,91.3,negative
p0211_b2_batch,PHerc0211,w067,ink,0.00004,0,192.0,90.44,negative
p0211_b2_batch,PHerc0211,w067,ink_reverse,0.00036,2,197.0,90.32,negative
p0211_b2_batch,PHerc0211,w068,ink,0.00047,1,196.0,91.42,negative
p0211_b2_batch,PHerc0211,w068,ink_reverse,0.00029,1,196.0,90.49,negative
p0211_b2_batch,PHerc0211,w069,ink,0.00007,0,193.0,91.11,negative
p0211_b2_batch,PHerc0211,w069,ink_reverse,0.00021,0,194.0,90.43,negative
p0211_b2_batch,PHerc0211,w070,ink,0.00066,3,198.0,93.07,negative
p0211_b2_batch,PHerc0211,w070,ink_reverse,0.00005,0,192.0,90.05,negative
p0211_b2_batch,PHerc0211,w071,ink,0.00000,0,188.0,90.83,negative
p0211_b2_batch,PHerc0211,w071,ink_reverse,0.00038,1,196.0,90.25,negative
p0211_b2_batch,PHerc0211,w072,ink,0.00009,0,195.0,91.72,negative
p0211_b2_batch,PHerc0211,w072,ink_reverse,0.00051,1,196.0,91.62,negative
p0211_b2_batch,PHerc0211,w073,ink,0.00027,1,192.0,91.79,negative
p0211_b2_batch,PHerc0211,w073,ink_reverse,0.00001,0,190.0,91.05,negative
p0211_b2_batch,PHerc0211,w074,ink,0.00011,1,190.0,92.6,negative
p0211_b2_batch,PHerc0211,w074,ink_reverse,0.00023,1,194.0,89.5,negative
p0211_b2_batch,PHerc0211,w075,ink,0.00005,0,189.0,91.43,negative
p0211_b2_batch,PHerc0211,w075,ink_reverse,0.00004,0,192.0,90.93,negative
p0211_b2_batch,PHerc0211,w076,ink,0.00025,0,195.0,91.27,negative
p0211_b2_batch,PHerc0211,w076,ink_reverse,0.00021,1,192.0,89.6,negative
p0211_b2_batch,PHerc0211,w077,ink,0.00034,1,194.0,92.49,negative
p0211_b2_batch,PHerc0211,w077,ink_reverse,0.00042,1,195.0,89.31,negative
p0211_b2_batch,PHerc0211,w078,ink,0.00008,0,191.0,91.6,negative
p0211_b2_batch,PHerc0211,w078,ink_reverse,0.00046,1,197.0,89.43,negative
p0211_b2_batch,PHerc0211,w079,ink,0.00008,0,191.0,90.1,negative
p0211_b2_batch,PHerc0211,w079,ink_reverse,0.00009,1,190.0,88.87,negative
p0211_b2_batch,PHerc0211,w080,ink,0.00019,0,195.0,90.97,negative
p0211_b2_batch,PHerc0211,w080,ink_reverse,0.00004,0,191.0,88.73,negative
p0211_b2_batch,PHerc0211,w081,ink,0.00006,0,193.0,92.83,negative
p0211_b2_batch,PHerc0211,w081,ink_reverse,0.00034,1,195.0,88.6,negative
p0211_b2_batch,PHerc0211,w082,ink,0.00015,1,194.0,91.28,negative
p0211_b2_batch,PHerc0211,w082,ink_reverse,0.00019,0,195.0,90.07,negative
p0211_b2_batch,PHerc0211,w083,ink,0.00023,1,195.0,91.68,negative
p0211_b2_batch,PHerc0211,w083,ink_reverse,0.00024,1,193.0,89.32,negative
p0211_b2_batch,PHerc0211,w084,ink,0.00005,0,192.0,90.68,negative
p0211_b2_batch,PHerc0211,w084,ink_reverse,0.00000,0,186.0,90.2,negative
p0211_b2_batch,PHerc0211,w085,ink,0.00007,0,189.0,90.06,negative
p0211_b2_batch,PHerc0211,w085,ink_reverse,0.00005,0,192.0,90.68,negative
p0211_b2_batch,PHerc0211,w086,ink,0.00001,0,192.0,90.27,negative
p0211_b2_batch,PHerc0211,w086,ink_reverse,0.00006,0,191.0,89.75,negative
p0211_b2_batch,PHerc0211,w087,ink,0.00018,1,193.0,91.85,negative
p0211_b2_batch,PHerc0211,w087,ink_reverse,0.00029,1,194.0,92.11,negative
p0211_b2_batch,PHerc0211,w088,ink,0.00006,0,191.0,91.12,negative
p0211_b2_batch,PHerc0211,w088,ink_reverse,0.00021,1,191.0,90.73,negative
p0211_b2_batch,PHerc0211,w089,ink,0.00007,0,193.0,91.3,negative
p0211_b2_batch,PHerc0211,w089,ink_reverse,0.00004,0,191.0,90.82,negative
p0211_batch_cw10k,PHerc0211,w021,ink,0.00030,0,193.0,81.6,negative
p0211_batch_cw10k,PHerc0211,w021,ink_reverse,0.00002,0,187.0,81.47,negative
p0211_batch_cw10k,PHerc0211,w024,ink,0.00304,5,204.0,87.05,negative
p0211_batch_cw10k,PHerc0211,w024,ink_reverse,0.00144,2,202.0,82.44,negative
p0211_batch_cw10k,PHerc0211,w027,ink,0.00125,2,201.0,84.63,negative
p0211_batch_cw10k,PHerc0211,w027,ink_reverse,0.00090,1,200.0,81.47,negative
p0211_batch_cw10k,PHerc0211,w030,ink,0.00048,0,198.0,85.47,negative
p0211_batch_cw10k,PHerc0211,w030,ink_reverse,0.00024,0,194.0,83.1,negative
p0211_batch_cw10k,PHerc0211,w033,ink,0.00004,0,192.0,83.22,negative
p0211_batch_cw10k,PHerc0211,w033,ink_reverse,0.00038,1,195.0,83.45,negative
p0211_batch_cw10k,PHerc0211,w036,ink,0.00000,0,178.0,81.84,negative
p0211_batch_cw10k,PHerc0211,w036,ink_reverse,0.00129,2,203.0,82.45,negative
p0211_batch_cw10k,PHerc0211,w039,ink,0.00054,1,196.0,83.14,negative
p0211_batch_cw10k,PHerc0211,w039,ink_reverse,0.00000,0,186.0,82.63,negative
p0211_batch_cw10k,PHerc0211,w042,ink,0.00044,2,197.0,84.14,negative
p0211_batch_cw10k,PHerc0211,w042,ink_reverse,0.00042,2,198.0,81.17,negative
p0211_batch_cw10k,PHerc0211,w045,ink,0.00092,2,200.0,85.7,negative
p0211_batch_cw10k,PHerc0211,w045,ink_reverse,0.00025,1,193.0,82.77,negative
p0211_batch_cw10k,PHerc0211,w048,ink,0.00043,1,197.0,85.06,negative
p0211_batch_cw10k,PHerc0211,w048,ink_reverse,0.00016,0,194.0,81.78,negative
p0211_batch_cw10k,PHerc0211,w051,ink,0.00022,0,192.0,84.66,negative
p0211_batch_cw10k,PHerc0211,w051,ink_reverse,0.00008,0,192.0,81.56,negative
p0211_batch_cw10k,PHerc0211,w054,ink,0.00015,0,193.0,86.49,negative
p0211_batch_cw10k,PHerc0211,w054,ink_reverse,0.00051,1,196.0,83.93,negative
p0211_batch_cw10k,PHerc0211,w057,ink,0.00011,0,194.0,86.14,negative
p0211_batch_cw10k,PHerc0211,w057,ink_reverse,0.00002,0,193.0,83.97,negative
p0211_batch_cw10k,PHerc0211,w060,ink,0.00001,0,186.0,83.59,negative
p0211_batch_cw10k,PHerc0211,w060,ink_reverse,0.00040,2,195.0,85.09,negative
p0211_batch_cw10k,PHerc0211,w063,ink,0.00018,1,191.0,85.7,negative
p0211_batch_cw10k,PHerc0211,w063,ink_reverse,0.00024,1,190.0,83.63,negative
p0211_batch_cw10k,PHerc0211,w066,ink,0.00003,0,190.0,84.58,negative
p0211_batch_cw10k,PHerc0211,w066,ink_reverse,0.00012,0,192.0,83.7,negative
p0211_batch_cw10k,PHerc0211,w069,ink,0.00024,1,195.0,83.35,negative
p0211_batch_cw10k,PHerc0211,w069,ink_reverse,0.00017,0,196.0,84.09,negative
p0211_batch_cw10k,PHerc0211,w072,ink,0.00004,0,189.0,83.82,negative
p0211_batch_cw10k,PHerc0211,w072,ink_reverse,0.00001,0,182.0,83.52,negative
p0211_batch_cw10k,PHerc0211,w075,ink,0.00000,0,188.0,83.69,negative
p0211_batch_cw10k,PHerc0211,w075,ink_reverse,0.00000,0,188.0,83.75,negative
p0211_batch_cw10k,PHerc0211,w078,ink,0.00004,0,186.0,86.04,negative
p0211_batch_cw10k,PHerc0211,w078,ink_reverse,0.00014,1,186.0,85.06,negative
p0211_batch_cw10k,PHerc0211,w081,ink,0.00022,2,191.0,87.29,negative
p0211_batch_cw10k,PHerc0211,w081,ink_reverse,0.00011,0,190.0,86.81,negative
p0211_batch_cw10k,PHerc0211,w084,ink,0.00052,2,198.0,87.82,negative
p0211_batch_cw10k,PHerc0211,w084,ink_reverse,0.00155,6,202.0,90.78,negative
p0211_batch_cw10k,PHerc0211,w087,ink,0.00023,1,195.0,87.88,negative
p0211_batch_cw10k,PHerc0211,w087,ink_reverse,0.00030,2,193.0,87.16,negative
p0211_batch_cw10k,PHerc0211,w090,ink,0.00032,1,195.0,88.77,negative
p0211_batch_cw10k,PHerc0211,w090,ink_reverse,0.00027,2,195.0,89.37,negative
p0211_batch_cw10k,PHerc0211,w093,ink,0.00013,0,194.0,89.05,negative
p0211_batch_cw10k,PHerc0211,w093,ink_reverse,0.00030,1,197.0,90.85,negative
p0211_batch_cw10k,PHerc0211,w096,ink,0.00032,2,195.0,86.07,negative
p0211_batch_cw10k,PHerc0211,w096,ink_reverse,0.00021,1,192.0,86.55,negative
p0211_batch_cw10k,PHerc0211,w099,ink,0.00054,1,199.0,93.45,negative
p0211_batch_cw10k,PHerc0211,w099,ink_reverse,0.00162,8,202.0,94.36,negative
p0211_batch_cw30k,PHerc0211,w021,ink,0.00052,0,198.0,88.02,negative
p0211_batch_cw30k,PHerc0211,w021,ink_reverse,0.00001,0,188.0,81.75,negative
p0211_batch_cw30k,PHerc0211,w022,ink,0.00028,1,191.0,83.57,negative
p0211_batch_cw30k,PHerc0211,w022,ink_reverse,0.00035,0,197.0,79.9,negative
p0211_batch_cw30k,PHerc0211,w023,ink,0.00027,0,192.0,83.25,negative
p0211_batch_cw30k,PHerc0211,w023,ink_reverse,0.00000,0,180.36000000010245,83.11,negative
p0211_batch_cw30k,PHerc0211,w024,ink,0.00055,1,195.0,84.15,negative
p0211_batch_cw30k,PHerc0211,w024,ink_reverse,0.00001,0,186.0,81.21,negative
p0211_batch_cw30k,PHerc0211,w025,ink,0.00001,0,186.0,85.64,negative
p0211_batch_cw30k,PHerc0211,w025,ink_reverse,0.00005,0,191.0,81.6,negative
p0211_batch_cw30k,PHerc0211,w026,ink,0.00228,2,207.0,84.83,negative
p0211_batch_cw30k,PHerc0211,w026,ink_reverse,0.00052,1,198.0,81.02,negative
p0211_batch_cw30k,PHerc0211,w027,ink,0.00084,1,200.0,87.28,negative
p0211_batch_cw30k,PHerc0211,w027,ink_reverse,0.00139,1,204.0,81.89,negative
p0211_batch_cw30k,PHerc0211,w028,ink,0.00141,3,202.0,89.79,negative
p0211_batch_cw30k,PHerc0211,w028,ink_reverse,0.00050,1,197.0,85.31,negative
p0211_batch_cw30k,PHerc0211,w029,ink,0.00123,2,201.0,94.76,negative
p0211_batch_cw30k,PHerc0211,w029,ink_reverse,0.00057,1,198.0,84.01,negative
p0211_batch_cw30k,PHerc0211,w030,ink,0.00164,3,202.0,89.71,negative
p0211_batch_cw30k,PHerc0211,w030,ink_reverse,0.00108,1,201.0,80.85,negative
p0211_batch_cw30k,PHerc0211,w031,ink,0.00001,0,189.0,81.99,negative
p0211_batch_cw30k,PHerc0211,w031,ink_reverse,0.00010,0,189.0,80.02,negative
p0211_batch_cw30k,PHerc0211,w032,ink,0.00100,1,200.0,86.5,negative
p0211_batch_cw30k,PHerc0211,w032,ink_reverse,0.00066,1,199.0,85.71,negative
p0211_batch_cw30k,PHerc0211,w033,ink,0.00027,1,190.0,82.9,negative
p0211_batch_cw30k,PHerc0211,w033,ink_reverse,0.00021,0,193.0,83.24,negative
p0211_batch_cw30k,PHerc0211,w034,ink,0.00002,0,192.0,86.08,negative
p0211_batch_cw30k,PHerc0211,w034,ink_reverse,0.00046,1,197.0,83.66,negative
p0211_batch_cw30k,PHerc0211,w035,ink,0.00030,0,197.0,85.55,negative
p0211_batch_cw30k,PHerc0211,w035,ink_reverse,0.00088,1,200.0,85.84,negative
p0211_batch_cw30k,PHerc0211,w036,ink,0.00003,0,186.0,83.32,negative
p0211_batch_cw30k,PHerc0211,w036,ink_reverse,0.00039,1,188.0,83.33,negative
p0211_batch_cw30k,PHerc0211,w037,ink,0.00000,0,184.0,85.09,negative
p0211_batch_cw30k,PHerc0211,w037,ink_reverse,0.00018,0,195.0,84.36,negative
p0211_batch_cw30k,PHerc0211,w038,ink,0.00036,0,197.0,86.94,negative
